cnae,risco,codigo_louos,enquadramento1,perguntas,regras,condicionantes
1813-0/99,ALTO,09.06.02,ID3-06,11,60,1|3|7|8|10
1821-1/00,MÉDIO RISCO,07.12.09,nR1-12,11,5,1|3
1821-1/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
1822-9/01,BAIXO RISCO,07.12.09,nR1-12,11,4,1|3
1822-9/01,BAIXO RISCO,07.12.13,nR1-12,11,4,1|2
1822-9/99,BAIXO RISCO,07.12.09,nR1-12,11,4,1|3
1822-9/99,BAIXO RISCO,07.12.13,nR1-12,11,4,1|2
1830-0/01,MÉDIO RISCO,07.12.08,nR1-12,11,5,1|3
1830-0/01,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
1830-0/02,MÉDIO RISCO,07.12.08,nR1-12,11,5,1|3
1830-0/02,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
1830-0/03,MÉDIO RISCO,07.12.08,nR1-12,11,5,1|3
1830-0/03,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
1910-1/00,ALTO,09.17.01,ID3-17,11,5,1|3|4|7|8|10
1910-1/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
1921-7/00,ALTO,09.17.02,ID3-17,11,5,1|3|4|7|8|10
1921-7/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
1922-5/01,ALTO,09.17.03,ID3-17,11,5,1|3|4|7|8|10
1922-5/01,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
1922-5/02,ALTO,09.17.03,ID3-17,11,5,1|3|4|7|8|10
1922-5/02,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
1922-5/99,ALTO,09.17.24,ID3-19 (subgrupo 2),11,1,1|3|4|7|8|10
1922-5/99,ALTO,09.17.04,ID3-17,11,1,1|3|4|7|8|10
1922-5/99,ALTO,09.17.10,ID3-17,11,1,1|3|4|7|8|10
1922-5/99,BAIXO RISCO,07.12.13,nR1-12,11,1,1|30
1931-4/00,ALTO,09.19.01,ID3-19 (subgrupo 1),11,5,1|3|4|7|8|10
1931-4/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
1932-2/00,ALTO,09.19.05,ID3-19 (subgrupo 1),11,5,1|3|4|7|8|10
1932-2/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2011-8/00,ALTO,09.19.02,ID3-19 (subgrupo 1),11,5,1|3|4|7|8|10
2011-8/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2012-6/00,ALTO,09.19.25,ID3-19 (subgrupo 2),11,5,1|3|4|7|8|10
2012-6/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2013-4/01,ALTO,09.19.13,ID3-19 (subgrupo 1),11,5,1|3|4|7|8|10
2013-4/01,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2013-4/02,ALTO,09.19.13,ID3-19 (subgrupo 1),11,5,1|3|4|7|8|10
2013-4/02,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2014-2/00,MÉDIO RISCO,09.19.03,ID3-19 (subgrupo 1),11,22,1|3|4|7|8|10
2014-2/00,MÉDIO RISCO,09.02.07,ID1-02,11,22,1|3|4|7|8|10
2014-2/00,MÉDIO RISCO,07.12.13,nR1-12,11,22,1|30
2019-3/01,ALTO,09.19.04,ID3-19 (subgrupo 1),11,5,1|3|4|7|8|10
2019-3/01,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2019-3/99,MÉDIO RISCO,09.19.04,ID3-19 (subgrupo 1),11,22,1|3|4|7|8|10
2019-3/99,MÉDIO RISCO,09.07.02,ID2-07,11,22,1|3|4|7|8|10
2019-3/99,MÉDIO RISCO,09.13.05,ID3-13 (subgrupo 1,11,22,1|3|4|7|8|10
2019-3/99,MÉDIO RISCO,09.13.04,ID3-13 (subgrupo 1,11,22,1|3|4|7|8|10
2019-3/99,MÉDIO RISCO,07.12.13,nR1-12,11,22,1|30
2021-5/00,ALTO,09.19.26,ID3-19 (subgrupo 2),11,5,1|3|4|7|8|10
2021-5/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2022-3/00,ALTO,09.19.27,ID3-19 (subgrupo 2),11,5,1|3|4|7|8|10
2022-3/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2029-1/00,MÉDIO RISCO,09.19.32,ID3-19 (subgrupo 2),11,22,1|3|4|7|8|10
2029-1/00,MÉDIO RISCO,09.19.05,ID3-19 (subgrupo 1),11,22,1|3|4|7|8|10
2029-1/00,MÉDIO RISCO,07.12.13,nR1-12,11,22,1|30
2031-2/00,ALTO,09.19.14,ID3-19 (subgrupo 1),11,5,1|3|4|7|8|10
2031-2/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2032-1/00,ALTO,09.19.14,ID3-19 (subgrupo 1),11,5,1|3|4|7|8|10
2032-1/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2033-9/00,ALTO,09.19.14,ID3-19 (subgrupo 1),11,5,1|3|4|7|8|10
2033-9/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2040-1/00,ALTO,09.19.15,ID3-19 (subgrupo 1),11,5,1|3|4|7|8|10
2040-1/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2051-7/00,ALTO,09.19.16,ID3-19 (subgrupo 1),11,1,1|3|4|7|8|10
2051-7/00,ALTO,09.19.21,ID3-19 (subgrupo 1),11,1,1|3|4|7|8|10
2051-7/00,ALTO,09.19.22,ID3-19 (subgrupo 1),11,1,1|3|4|7|8|10
2051-7/00,BAIXO RISCO,07.12.13,nR1-12,11,1,1|30
2052-5/00,ALTO,09.19.21,ID3-19 (subgrupo 1),11,47,1|3|4|7|8|10
2052-5/00,ALTO,09.19.22,ID3-19 (subgrupo 1),11,47,1|3|4|7|8|10
2052-5/00,ALTO,07.12.13,nR1-12,11,47,1|30
2061-4/00,ALTO,09.19.07,ID3-19 (subgrupo 1),11,49,1|3|4|7|8|10
2061-4/00,ALTO,07.12.13,nR1-12,11,49,1|30
2062-2/00,ALTO,09.19.17,ID3-19 (subgrupo 1),11,49,1|3|4|7|8|10
2062-2/00,ALTO,07.12.13,nR1-12,11,49,1|30
2063-1/00,ALTO,09.19.08,ID3-19 (subgrupo 1),11,47,1|3|4|7|8|10
2063-1/00,ALTO,07.09.17,nR1-09,11,47,1|3|4
2063-1/00,ALTO,07.12.13,nR1-12,11,47,1|30
2071-1/00,MÉDIO RISCO,09.19.18,ID3-19 (subgrupo 1),11,23,1|3|4|7|8|10
2071-1/00,MÉDIO RISCO,07.12.13,nR1-12,11,23,1|30
2072-0/00,ALTO,09.19.18,ID3-19 (subgrupo 1),11,5,1|3|4|7|8|10
2072-0/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2073-8/00,ALTO,09.19.31,ID3-19 (subgrupo 2),11,5,1|3|4|7|8|10
2073-8/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2091-6/00,MÉDIO RISCO,09.19.10,ID3-19 (subgrupo 1),11,23,1|3|4|7|8|10
2091-6/00,MÉDIO RISCO,07.12.13,nR1-12,11,23,1|30
2092-4/01,ALTO,09.19.29,ID3-19 (subgrupo 2),11,46,1|3|4|7|8|10
2092-4/01,ALTO,07.12.13,nR1-12,11,46,1|30
2092-4/02,ALTO,09.19.29,ID3-19 (subgrupo 2),11,46,1|3|4|7|8|10
2092-4/02,ALTO,07.12.13,nR1-12,11,46,1|30
2092-4/03,ALTO,09.19.30,ID3-19 (subgrupo 2),11,46,1|3|4|7|8|10
2092-4/03,ALTO,07.12.13,nR1-12,11,46,1|30
2093-2/00,MÉDIO RISCO,09.19.10,ID3-19 (subgrupo 1),11,22,1|3|4|7|8|10
2093-2/00,MÉDIO RISCO,09.19.23,ID3-19 (subgrupo 1),11,22,1|3|4|7|8|10
2093-2/00,MÉDIO RISCO,07.12.13,nR1-12,11,22,1|30
2094-1/00,ALTO,09.19.09,ID3-19 (subgrupo 1),11,5,1|3|4|7|8|10
2094-1/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2099-1/01,ALTO,09.19.11,ID3-19 (subgrupo 1),11,5,1|3|4|7|8|10
2099-1/01,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2099-1/99,ALTO,09.19.04,ID3-19 (subgrupo 1),11,1,1|3|4|7|8|10
2099-1/99,ALTO,09.19.05,ID3-19 (subgrupo 1),11,1,1|3|4|7|8|10
2099-1/99,BAIXO RISCO,07.12.13,nR1-12,11,1,1|30
2110-6/00,ALTO,09.19.06,ID3-19 (subgrupo 1),11,49,1|3|4|7|8|10
2110-6/00,ALTO,07.12.13,nR1-12,11,49,1|30
2121-1/01,ALTO,09.19.06,ID3-19 (subgrupo 1),11,49,1|3|4|7|8|10
2121-1/01,ALTO,07.12.13,nR1-12,11,49,1|30
2121-1/02,ALTO,09.19.06,ID3-19 (subgrupo 1),11,47,1|3|4|7|8|10
2121-1/02,ALTO,07.09.17,nR1-09,11,47,1|3|4
2121-1/02,ALTO,07.12.13,nR1-12,11,47,1|30
2121-1/03,ALTO,09.19.06,ID3-19 (subgrupo 1),11,47,1|3|4|7|8|10
2121-1/03,ALTO,07.09.17,nR1-09,11,47,1|3|4
2121-1/03,ALTO,07.12.13,nR1-12,11,47,1|30
2122-0/00,ALTO,09.19.06,ID3-19 (subgrupo 1),11,5,1|3|4|7|8|10
2122-0/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2123-8/00,ALTO,09.19.06,ID3-19 (subgrupo 1),11,49,1|3|4|7|8|10
2123-8/00,ALTO,07.12.13,nR1-12,11,49,1|30
2211-1/00,ALTO,09.03.01,ID3-03 (subgrupo 1),11,5,1|3|4|7|8|10
2211-1/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2212-9/00,ALTO,09.03.03,ID3-03 (subgrupo 2),11,46,1|3|4|7|8|10
2212-9/00,ALTO,07.12.13,nR1-12,11,46,1|30
2219-6/00,MÉDIO RISCO,09.13.03,ID3-13 (subgrupo 1),11,22,1|3|4|7|8|10
2219-6/00,MÉDIO RISCO,09.03.01,ID3-03 (subgrupo 1),11,22,1|3|4|7|8|10
2219-6/00,MÉDIO RISCO,09.03.02,ID3-03 (subgrupo 2),11,22,1|3|4|7|8|10
2219-6/00,MÉDIO RISCO,07.12.13,nR1-12,11,22,1|30
2221-8/00,ALTO,09.13.03,ID3-13 (subgrupo 1),11,1,1|3|4|7|8|10
2221-8/00,ALTO,09.18.01,ID2-18,11,1,1|3|4|7|8|10
2221-8/00,BAIXO RISCO,07.12.13,nR1-12,11,1,1|30
2222-6/00,ALTO,09.18.01,ID2-18,11,47,1|3|4|7|8|10
2222-6/00,ALTO,07.09.17,nR1-09,11,47,1|3|4
2222-6/00,ALTO,07.12.13,nR1-12,11,47,1|30
2223-4/00,ALTO,09.13.03,ID3-13 (subgrupo 1),11,1,1|3|4|7|8|10
2223-4/00,ALTO,09.18.01,ID2-18,11,1,1|3|4|7|8|10
2223-4/00,BAIXO RISCO,07.12.13,nR1-12,11,1,1|30
2229-3/01,ALTO,09.18.01,ID2-18,11,1,1|3|4|7|8|10
2229-3/01,ALTO,09.15.05,ID2-15,11,1,1|3|4|7|8|10
2229-3/01,BAIXO RISCO,07.12.13,nR1-12,11,1,1|30
2229-3/02,ALTO,09.18.01,ID2-18,11,5,1|3|4|7|8|10
2229-3/02,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2229-3/03,ALTO,09.18.01,ID2-18,11,5,1|3|4|7|8|10
2229-3/03,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2229-3/99,ALTO,09.18.01,ID2-18,11,5,1|3|4|7|8|10
2229-3/99,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2311-7/00,ALTO,09.14.01,ID1-14,11,1,1|3|4|7|8|10
2311-7/00,ALTO,09.14.03,ID3-14 (subgrupo 1),11,1,1|3|4|7|8|10
2311-7/00,BAIXO RISCO,07.12.13,nR1-12,11,1,1|30
2312-5/00,ALTO,09.14.01,ID1-14,11,47,1|3|4|7|8|10
2312-5/00,ALTO,09.14.03,ID3-14 (subgrupo 1),11,47,1|3|4|7|8|10
2312-5/00,ALTO,07.12.13,nR1-12,11,47,1|30
2319-2/00,MÉDIO RISCO,07.09.17,nR1-09,11,1,1|3|4
2319-2/00,ALTO,09.14.03,ID3-14 (subgrupo 1),11,1,1|3|4|7|8|10
2319-2/00,BAIXO RISCO,07.12.13,nR1-12,11,1,1|30
2320-6/00,ALTO,09.14.10,ID3-14 (subgrupo 2),11,46,1|3|4|7|8|10
2320-6/00,ALTO,07.12.13,nR1-12,11,46,1|30
2330-3/01,ALTO,09.14.04,ID3-14 (subgrupo 1),11,5,1|3|4|7|8|10
2330-3/01,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2330-3/02,ALTO,09.13.03,ID3-13 (subgrupo 1),11,1,1|3|4|7|8|10
2330-3/02,ALTO,09.14.04,ID3-14 (subgrupo 1),11,1,1|3|4|7|8|10
2330-3/02,BAIXO RISCO,07.12.13,nR1-12,11,1,1|30
2330-3/03,ALTO,09.14.04,ID3-14 (subgrupo 1),11,5,1|3|4|7|8|10
2330-3/03,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2330-3/04,ALTO,09.14.02,ID1-14,11,5,1|3|4|7|8|10
2330-3/04,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2330-3/05,ALTO,09.14.02,ID1-14,11,46,1|3|4|7|8|10
2330-3/05,ALTO,07.12.13,nR1-12,11,46,1|30
2330-3/99,ALTO,09.14.04,ID3-14 (subgrupo 1),11,1,1|3|4|7|8|10
2330-3/99,BAIXO RISCO,07.12.13,nR1-12,11,1,1|30
2330-3/99,MÉDIO RISCO,07.09.17,nR1-09,11,1,1|3|4
2341-9/00,ALTO,09.14.02,ID1-14,11,47,1|3|4|7|8|10
2341-9/00,ALTO,09.14.05,ID3-14 (subgrupo 1),11,47,1|3|4|7|8|10
2341-9/00,ALTO,07.12.13,nR1-12,11,47,1|30
2342-7/01,ALTO,09.14.05,ID3-14 (subgrupo 1),11,5,1|3|4|7|8|10
2342-7/01,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2342-7/02,ALTO,09.14.05,ID3-14 (subgrupo 1),11,1,1|3|4|7|8|10
2342-7/02,ALTO,09.14.08,ID3-14 (subgrupo 2),11,1,1|3|4|7|8|10
2342-7/02,ALTO,09.13.03,ID3-13 (subgrupo 1),11,1,1|3|4|7|8|10
2342-7/02,BAIXO RISCO,07.12.13,nR1-12,11,1,1|30
2349-4/01,ALTO,09.14.05,ID3-14 (subgrupo 1),11,5,1|3|4|7|8|10
2349-4/01,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2349-4/99,ALTO,09.14.05,ID3-14 (subgrupo 1),11,47,1|3|4|7|8|10
2349-4/99,ALTO,09.14.08,ID3-14 (subgrupo 2),11,47,1|3|4|7|8|10
2349-4/99,ALTO,07.09.17,nR1-09,11,47,1|3|4
2349-4/99,ALTO,07.12.13,nR1-12,11,47,1|30
2391-5/01,ALTO,09.21.01,ID3-21,11,5,1|3|4|7|8|10
2391-5/01,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2391-5/02,ALTO,07.09.08,nR2-09,11,47,1|3|4|7|10
2391-5/02,ALTO,09.14.06,ID3-14 (subgrupo 1),11,47,1|3|4|7|8|10
2391-5/02,ALTO,07.12.13,nR1-12,11,47,1|30
2391-5/03,ALTO,07.09.08,nR2-09,11,47,1|3|4|7|10
2391-5/03,ALTO,09.14.06,ID3-14 (subgrupo 1),11,47,1|3|4|7|8|10
2391-5/03,ALTO,07.12.13,nR1-12,11,47,1|30
2392-3/00,ALTO,09.14.11,ID3-14 (subgrupo 2),11,49,1|3|4|7|8|10
2392-3/00,ALTO,07.12.13,nR1-12,11,49,1|30
2399-1/01,ALTO,09.14.01,ID1-14,11,1,1|3|4|7|8|10
2399-1/01,ALTO,09.14.05,ID3-14 (subgrupo 1),11,1,1|3|4|7|8|10
2399-1/01,MÉDIO RISCO,07.09.08,nR2-09,11,1,1|3|4|7|10
2399-1/01,BAIXO RISCO,07.12.13,nR1-12,11,1,1|30
2399-1/02,ALTO,09.13.02,ID3-13 (subgrupo 1,11,5,1|3|4|7|8|10
2399-1/02,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2399-1/99,ALTO,09.14.03,ID3-14 (subgrupo 1),11,5,1|3|4|7|8|10
2399-1/99,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2411-3/00,ALTO,09.13.09,ID3-13 (subgrupo 2),11,5,1|3|4|7|8|10
2411-3/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2412-1/00,ALTO,09.13.10,ID3-13 (subgrupo 2),11,5,1|3|4|7|8|10
2412-1/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2421-1/00,ALTO,09.13.01,ID3-13 (subgrupo 1),11,1,1|3|4|7|8|10
2421-1/00,ALTO,09.13.10,ID3-13 (subgrupo 2),11,1,1|3|4|7|8|10
2421-1/00,BAIXO RISCO,07.12.13,nR1-12,11,1,1|30
2422-9/01,ALTO,09.13.10,ID3-13 (subgrupo 2),11,5,1|3|4|7|8|10
2422-9/01,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2422-9/02,ALTO,09.13.10,ID3-13 (subgrupo 2),11,5,1|3|4|7|8|10
2422-9/02,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2423-7/01,ALTO,09.13.03,ID3-13 (subgrupo 1),11,5,1|3|4|7|8|10
2423-7/01,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2423-7/02,ALTO,09.13.10,ID3-13 (subgrupo 2),11,5,1|3|4|7|8|10
2423-7/02,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2424-5/01,ALTO,09.13.10,ID3-13 (subgrupo 2),11,5,1|3|4|7|8|10
2424-5/01,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2424-5/02,ALTO,09.13.10,ID3-13 (subgrupo 2),11,5,1|3|4|7|8|10
2424-5/02,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2431-8/00,ALTO,09.13.03,ID3-13 (subgrupo 1),11,5,1|3|4|7|8|10
2431-8/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2439-3/00,ALTO,09.13.03,ID3-13 (subgrupo 1),11,5,1|3|4|7|8|10
2439-3/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2441-5/01,ALTO,09.13.04,ID3-13 (subgrupo 1),11,5,1|3|4|7|8|10
2441-5/01,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2441-5/02,ALTO,09.13.04,ID3-13 (subgrupo 1),11,1,1|3|4|7|8|10
2441-5/02,ALTO,09.13.03,ID3-13 (subgrupo 1),11,1,1|3|4|7|8|10
2441-5/02,BAIXO RISCO,07.12.13,nR1-12,11,1,1|30
2442-3/00,ALTO,09.13.05,ID3-13 (subgrupo 1),11,5,1|3|4|7|8|10
2442-3/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2443-1/00,ALTO,09.13.03,ID3-13 (subgrupo 1),11,5,1|3|4|7|8|10
2443-1/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2449-1/01,ALTO,09.13.11,ID3-13 (subgrupo 2),11,5,1|3|4|7|8|10
2449-1/01,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2449-1/02,ALTO,09.13.03,ID3-13 (subgrupo 1),11,5,1|3|4|7|8|10
2449-1/02,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2449-1/03,ALTO,09.13.11,ID3-13 (subgrupo 2),11,1,1|3|4|7|8|10
2449-1/03,ALTO,09.13.06,ID3-13 (subgrupo 1),11,1,1|3|4|7|8|10
2449-1/03,BAIXO RISCO,07.12.13,nR1-12,11,1,1|30
2449-1/99,ALTO,09.13.06,ID3-13 (subgrupo 1),11,1,1|3|4|7|8|10
2449-1/99,ALTO,09.13.07,ID3-13 (subgrupo 1),11,1,1|3|4|7|8|10
2449-1/99,ALTO,09.13.04,ID3-13 (subgrupo 1),11,1,1|3|4|7|8|10
2449-1/99,ALTO,09.13.11,ID3-13 (subgrupo 2),11,1,1|3|4|7|8|10
2449-1/99,ALTO,09.13.03,ID3-13 (subgrupo 1),11,1,1|3|4|7|8|10
2449-1/99,BAIXO RISCO,07.12.13,nR1-12,11,1,1|30
2451-2/00,ALTO,09.13.01,ID3-13 (subgrupo 1),11,1,1|3|4|7|8|10
2451-2/00,ALTO,09.13.07,ID3-13 (subgrupo 1),11,1,1|3|4|7|8|10
2451-2/00,BAIXO RISCO,07.12.13,nR1-12,11,1,1|30
2452-1/00,ALTO,09.13.07,ID3-13 (subgrupo 1),11,1,1|3|4|7|8|10
2452-1/00,ALTO,09.13.11,ID3-13 (subgrupo 2),11,1,1|3|4|7|8|10
2452-1/00,ALTO,09.13.12,ID3-13 (subgrupo 2),11,1,1|3|4|7|8|10
2452-1/00,ALTO,09.13.06,ID3-13 (subgrupo 1),11,1,1|3|4|7|8|10
2452-1/00,ALTO,09.13.04,ID3-13 (subgrupo 1),11,1,1|3|4|7|8|10
2452-1/00,BAIXO RISCO,07.12.13,nR1-12,11,1,1|30
2511-0/00,ALTO,09.13.10,ID3-13 (subgrupo 2),11,1,1|3|4|7|8|10
2511-0/00,ALTO,09.13.02,ID3-13 (subgrupo 1),11,1,1|3|4|7|8|10
2511-0/00,MÉDIO RISCO,07.09.14,nR2-09,11,1,1|3|4|7
2511-0/00,BAIXO RISCO,07.12.13,nR1-12,11,1,1|30
2512-8/00,ALTO,09.13.02,ID3-13 (subgrupo 1),2|3,58|59,1|3|4|7|8|10
2512-8/00,MÉDIO RISCO,07.09.14,nR2-09,2|3,58|59,1|3|4|7
2512-8/00,BAIXO RISCO,07.12.13,nR1-12,2|3,58|59,1|30
2513-6/00,ALTO,09.13.02,ID3-13 (subgrupo 1),11,49,1|3|4|7|8|10
2513-6/00,ALTO,07.12.13,nR1-12,11,49,1|30
2521-7/00,ALTO,09.13.02,ID3-13 (subgrupo 1),11,5,1|3|4|7|8|10
2521-7/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2522-5/00,ALTO,09.13.02,ID3-13 (subgrupo 1),11,49,1|3|4|7|8|10
2522-5/00,ALTO,07.12.13,nR1-12,11,49,1|30
2531-4/01,ALTO,09.13.11,ID3-13 (subgrupo 2),11,1,1|3|4|7|8|10
2531-4/01,ALTO,09.13.01,ID3-13 (subgrupo 1),11,1,1|3|4|7|8|10
2531-4/01,ALTO,09.13.06,ID3-13 (subgrupo 1),11,1,1|3|4|7|8|10
2531-4/01,BAIXO RISCO,07.12.13,nR1-12,11,1,1|30
2531-4/02,ALTO,09.13.06,ID3-13 (subgrupo 1),11,1,1|3|4|7|8|10
2531-4/02,ALTO,09.13.01,ID3-13 (subgrupo 1),11,1,1|3|4|7|8|10
2531-4/02,BAIXO RISCO,07.12.13,nR1-12,11,1,1|30
2532-2/01,ALTO,09.13.04,ID3-13 (subgrupo 1),11,1,1|3|4|7|8|10
2532-2/01,MÉDIO RISCO,07.09.14,nR2-09,11,1,1|3|4|7
2532-2/01,BAIXO RISCO,07.12.13,nR1-12,11,1,1|30
2532-2/02,ALTO,09.13.11,ID3-13 (subgrupo 2),11,5,1|3|4|7|8|10
2532-2/02,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2539-0/01,MÉDIO RISCO,07.09.14,nR2-09,11,5,1|3|4|7|10
2539-0/01,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2539-0/02,MÉDIO RISCO,07.09.14,nR2-09,11,5,1|3|4|7|10
2539-0/02,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2541-1/00,ALTO,09.12.19,ID3-12,11,1,1|3|4|7|8|10
2541-1/00,ALTO,09.13.02,ID3-13 (subgrupo 1),11,1,1|3|4|7|8|10
2541-1/00,BAIXO RISCO,07.12.13,nR1-12,11,1,1|30
2542-0/00,ALTO,09.13.04,ID3-13 (subgrupo 1),11,1,1|3|4|7|8|10
2542-0/00,MÉDIO RISCO,07.09.14,nR2-09,11,1,1|3|4|7
2542-0/00,BAIXO RISCO,07.12.13,nR1-12,11,1,1|30
2543-8/00,ALTO,09.13.07,ID3-13 (subgrupo 1),11,1,1|3|4|7|8|10
2543-8/00,ALTO,09.13.02,ID3-13 (subgrupo 1),11,1,1|3|4|7|8|10
2543-8/00,BAIXO RISCO,07.12.13,nR1-12,11,1,1|30
2550-1/01,ALTO,09.12.19,ID3-12,11,46,1|3|4|7|8|10
2550-1/01,ALTO,07.12.13,nR1-12,11,46,1|30
2550-1/02,ALTO,09.12.19,ID3-12,11,46,1|3|4|7|8|10
2550-1/02,ALTO,07.12.13,nR1-12,11,46,1|30
2591-8/00,MÉDIO RISCO,09.13.04,ID3-13 (subgrupo 1),11,22,1|3|4|7|8|10
2591-8/00,MÉDIO RISCO,09.13.02,ID3-13 (subgrupo 1),11,22,1|3|4|7|8|10
2591-8/00,MÉDIO RISCO,07.12.13,nR1-12,11,22,1|30
2592-6/01,ALTO,09.13.02,ID3-13 (subgrupo 1),11,5,1|3|4|7|8|10
2592-6/01,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2592-6/02,ALTO,09.13.10,ID3-13 (subgrupo 2),11,1,1|3|4|7|8|10
2592-6/02,ALTO,09.13.06,ID3-13 (subgrupo 1),11,1,1|3|4|7|8|10
2592-6/02,ALTO,09.13.04,ID3-13 (subgrupo 1),11,1,1|3|4|7|8|10
2592-6/02,ALTO,09.13.11,ID3-13 (subgrupo 2),11,1,1|3|4|7|8|10
2592-6/02,ALTO,09.13.02,ID3-13 (subgrupo 1),11,1,1|3|4|7|8|10
2592-6/02,BAIXO RISCO,07.12.13,nR1-12,11,1,1|30
2593-4/00,ALTO,09.13.02,ID3-13 (subgrupo 1),11,1,1|3|4|7|8|10
2593-4/00,ALTO,09.13.04,ID3-13 (subgrupo 1),11,1,1|3|4|7|8|10
2593-4/00,BAIXO RISCO,07.12.13,nR1-12,11,1,1|30
2599-3/01,MÉDIO RISCO,07.09.14,nR2-09,11,5,1|3|4|7
2599-3/01,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2599-3/02,MÉDIO RISCO,07.09.14,nR2-09,11,5,1|3|4|7
2599-3/02,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2599-3/99,MÉDIO RISCO,07.09.14,nR2-09,11,1,1|3|4|7
2599-3/99,ALTO,09.13.02,ID3-13 (subgrupo 1),11,1,1|3|4|7|8|10
2599-3/99,BAIXO RISCO,07.12.13,nR1-12,11,1,1|30
2610-8/00,ALTO,09.12.02,ID1-12,1|11,1,1|3|4|7|8|10
2610-8/00,ALTO,09.14.03,ID3-14 (subgrupo 1),1|11,1,1|3|4|7|8|10
2610-8/00,MÉDIO RISCO,07.09.17,nR1-09,1|11,1,1|3|4
2610-8/00,BAIXO RISCO,07.12.13,nR1-12,1|11,1,1|30
2621-3/00,ALTO,09.12.03,ID1-12,1|11,1,1|3|4|7|8|10
2621-3/00,MÉDIO RISCO,07.09.17,nR1-09,1|11,1,1|3|4
2621-3/00,BAIXO RISCO,07.12.13,nR1-12,1|11,1,1|30
2622-1/00,ALTO,09.12.04,ID1-12,11,5,1|3|4|7|8|10
2622-1/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
2631-1/00,ALTO,09.10.03,ID3-10,11,1,1|3|4|7|8|10
2631-1/00,ALTO,09.12.14,ID3-12,11,1,1|3|4|7|8|10
2631-1/00,BAIXO RISCO,07.12.13,nR1-12,11,1,1|30
