cnae,risco,codigo_louos,enquadramento1,perguntas,regras,condicionantes
3511-5/01,A SER DEFINIDO PELA CNLU,08.01.06,nR4-01,1|11,1,1|4
3511-5/01,A SER DEFINIDO PELA CNLU,08.01.07,nR4-01,1|11,1,1|4
3511-5/01,BAIXO RISCO,07.12.13,nR1-12,1|11,1,1
3511-5/02,BAIXO RISCO,07.12.13,nR1-12,11,10,1
3512-3/00,BAIXO RISCO,07.12.13,nR1-12,11,10,1
3513-1/00,BAIXO RISCO,07.12.13,nR1-12,11,10,1
3514-0/00,MÉDIO RISCO,07.11.01,nR2-11,31|32,54|55,1|4|10|32
3514-0/00,MÉDIO RISCO,08.01.11,nR4-01,31|32,54|55,1|4|10|32
3514-0/00,BAIXO RISCO,07.12.13,nR1-12,31|32,54|55,1
3520-4/01,ALTO,09.17.06,ID3-17,11,5,1|3|4|7|8|10|32
3520-4/01,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
3520-4/02,ALTO,09.17.10,ID3-17,11,49,1|3|4|7|8|10|32
3520-4/02,ALTO,07.12.13,nR1-12,11,49,1|30
3530-1/00,ALTO,09.10.07,ID3-10,11,49,1|3|4|7|8|10|32
3530-1/00,ALTO,07.12.13,nR1-12,11,49,1|30
3600-6/01,A SER DEFINIDO PELA CNLU,08.02.01,nR4-02,11,5,1|4|32
3600-6/01,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
3600-6/02,ALTO,07.08.02,nR1-08,11,49,1|32
3600-6/02,ALTO,07.12.13,nR1-12,11,49,1|30
3701-1/00,MÉDIO RISCO,07.11.01,nR2-11,1|11,1,1|4|32
3701-1/00,A SER DEFINIDO PELA CNLU,08.02.05,nR4-02,1|11,1,1|4|32
3701-1/00,BAIXO RISCO,07.12.13,nR1-12,1|11,1,1|30
3702-9/00,MÉDIO RISCO,08.02.05,nR4-02,11,23,1|4|32
3702-9/00,MÉDIO RISCO,07.12.13,nR1-12,11,23,1|30
3811-4/00,MÉDIO RISCO,07.08.02,nR1-08,11,23,1|4|7|32
3811-4/00,MÉDIO RISCO,07.12.13,nR1-12,11,23,1|30
3812-2/00,ALTO,07.08.02,nR1-08,11,49,1|4|7|32
3812-2/00,ALTO,07.12.13,nR1-12,11,49,1|30
3821-1/00,MÉDIO RISCO,08.03.05,nR4-03,11,23,1|4|32
3821-1/00,MÉDIO RISCO,07.12.13,nR1-12,11,23,1|30
3822-0/00,ALTO,08.03.05,nR4-03,11,49,1|4|32
3822-0/00,ALTO,07.12.13,nR1-12,11,49,1|30
3831-9/01,ALTO,09.13.08,ID3-13 (subgrupo 1),1|11,1,1|3|4|7|8|10
3831-9/01,MÉDIO RISCO,07.09.14,nR2-09,1|11,1,1|3|4|7|10
3831-9/01,BAIXO RISCO,07.12.13,nR1-12,1|11,1,1|30
3831-9/99,ALTO,09.13.08,ID3-13 (subgrupo 1),1|11,47,1|3|4|7|8|10
3831-9/99,ALTO,07.09.14,nR2-09,1|11,47,1|3|4|7|10
3831-9/99,ALTO,07.09.16,nR2-09,1|11,47,1|3|4|7|10
3831-9/99,ALTO,07.12.13,nR1-12,1|11,47,1|30
3832-7/00,ALTO,09.14.07,ID3-14 (subgrupo 1),1|11,47,1|3|4|7|8|10
3832-7/00,ALTO,07.09.17,nR1-09,1|11,47,1|3|4|10
3832-7/00,ALTO,07.12.13,nR1-12,1|11,47,1|30
3839-4/01,ALTO,09.19.05,ID3-19 (subgrupo 1),11,5,1|3|4|7|8|10
3839-4/01,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
3839-4/99,ALTO,09.14.07,ID3-14 (subgrupo 1),1|11,47,1|3|4|7|8|10
3839-4/99,ALTO,09.14.01,ID1-14,1|11,47,1|3|4|7|8|10
3839-4/99,ALTO,09.03.03,ID3-03 (subgrupo 2),1|11,47,1|3|4|7|8|10
3839-4/99,ALTO,07.09.08,nR2-09,1|11,47,1|3|4|7|10
3839-4/99,ALTO,07.12.13,nR1-12,1|11,47,1|30
3900-5/00,A SER DEFINIDO PELA CNLU,08.03.05,nR4-03,11,5,1|4|32
3900-5/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|30
4110-7/00,BAIXO RISCO,07.12.13,nR1-12,11,10,1
4120-4/00,BAIXO RISCO,07.12.13,nR1-12,11,10,1
4211-1/01,BAIXO RISCO,07.12.13,nR1-12,11,10,1
4211-1/02,BAIXO RISCO,07.12.13,nR1-12,11,10,1
4212-0/00,BAIXO RISCO,07.12.13,nR1-12,11,10,1
4213-8/00,BAIXO RISCO,07.12.13,nR1-12,11,10,1
4221-9/01,BAIXO RISCO,07.12.13,nR1-12,11,10,1
4221-9/02,BAIXO RISCO,07.12.13,nR1-12,11,10,1
4221-9/03,BAIXO RISCO,07.12.13,nR1-12,11,10,1
4221-9/04,BAIXO RISCO,07.12.13,nR1-12,11,10,1
4221-9/05,BAIXO RISCO,07.12.13,nR1-12,11,10,1
4222-7/01,BAIXO RISCO,07.12.13,nR1-12,11,10,1
4222-7/02,BAIXO RISCO,07.12.13,nR1-12,11,10,1
4223-5/00,BAIXO RISCO,07.12.13,nR1-12,11,10,1
4291-0/00,BAIXO RISCO,07.12.13,nR1-12,11,10,1
4292-8/01,MÉDIO RISCO,07.09.14,nR2-09,11,5,1|3|7
4292-8/01,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
4292-8/02,BAIXO RISCO,07.12.13,nR1-12,11,10,1
4299-5/01,BAIXO RISCO,07.12.13,nR1-12,11,10,1
4299-5/99,BAIXO RISCO,07.12.13,nR1-12,11,10,1
4311-8/01,BAIXO RISCO,07.12.13,nR1-12,11,10,1
4311-8/02,BAIXO RISCO,07.12.13,nR1-12,11,10,1
4312-6/00,BAIXO RISCO,07.12.13,nR1-12,11,10,1
4313-4/00,BAIXO RISCO,07.12.13,nR1-12,11,10,1
4319-3/00,BAIXO RISCO,07.12.13,nR1-12,11,10,1
4321-5/00,BAIXO RISCO,07.09.04,nR1-09,11,4,1
4321-5/00,BAIXO RISCO,07.12.13,nR1-12,11,4,1|2
4322-3/01,BAIXO RISCO,07.09.04,nR1-09,11,4,1
4322-3/01,BAIXO RISCO,07.12.13,nR1-12,11,4,1|2
4322-3/02,BAIXO RISCO,07.09.04,nR1-09,11,4,1
4322-3/02,BAIXO RISCO,07.12.13,nR1-12,11,4,1|2
4322-3/03,BAIXO RISCO,07.09.04,nR1-09,11,4,1
4322-3/03,BAIXO RISCO,07.12.13,nR1-12,11,4,1|2
4329-1/01,MÉDIO RISCO,07.09.17,nR1-09,11,5,1
4329-1/01,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
4329-1/02,BAIXO RISCO,07.12.13,nR1-12,11,10,1|2
4329-1/03,BAIXO RISCO,07.09.04,nR1-09,11,4,1
4329-1/03,BAIXO RISCO,07.12.13,nR1-12,11,4,1|2
4329-1/04,BAIXO RISCO,07.09.04,nR1-09,11,4,1
4329-1/04,BAIXO RISCO,07.12.13,nR1-12,11,4,1|2
4329-1/05,BAIXO RISCO,07.09.04,nR1-09,11,4,1
4329-1/05,BAIXO RISCO,07.12.13,nR1-12,11,4,1|2
4329-1/99,BAIXO RISCO,07.09.04,nR1-09,11,4,1
4329-1/99,BAIXO RISCO,07.12.13,nR1-12,11,4,1|2
4330-4/01,BAIXO RISCO,07.09.04,nR1-09,11,4,1
4330-4/01,BAIXO RISCO,07.12.13,nR1-12,11,4,1|2
4330-4/02,BAIXO RISCO,07.09.04,nR1-09,11,4,1
4330-4/02,BAIXO RISCO,07.12.13,nR1-12,11,4,1|2
4330-4/03,BAIXO RISCO,07.09.04,nR1-09,11,4,1
4330-4/03,BAIXO RISCO,07.12.13,nR1-12,11,4,1|2
4330-4/04,BAIXO RISCO,07.09.04,nR1-09,11,4,1
4330-4/04,BAIXO RISCO,07.12.13,nR1-12,11,4,1|2
4330-4/05,BAIXO RISCO,07.09.04,nR1-09,11,4,1
4330-4/05,BAIXO RISCO,07.12.13,nR1-12,11,4,1|2
4330-4/99,BAIXO RISCO,07.09.04,nR1-09,11,4,1
4330-4/99,BAIXO RISCO,07.12.13,nR1-12,11,4,1|2
4391-6/00,BAIXO RISCO,07.12.13,nR1-12,11,10,1|2
4399-1/01,BAIXO RISCO,07.12.13,nR1-12,11,10,1|2
4399-1/02,BAIXO RISCO,07.12.13,nR1-12,11,10,1|2
4399-1/03,BAIXO RISCO,07.12.13,nR1-12,11,10,1|2
4399-1/04,MÉDIO RISCO,07.08.08,nR1-08,11,5,1|7|8|10
4399-1/04,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
4399-1/05,BAIXO RISCO,07.12.13,nR1-12,11,10,1|2
4399-1/99,BAIXO RISCO,07.12.13,nR1-12,11,10,1|2
4511-1/01,MÉDIO RISCO,07.04.13,nR2-04,11,1,1|7|10
4511-1/01,MÉDIO RISCO,07.04.09,nR2-04,11,1,1|7|10
4511-1/01,BAIXO RISCO,07.12.13,nR1-12,11,1,1|2
4511-1/02,MÉDIO RISCO,07.04.13,nR2-04,11,1,1|7|10
4511-1/02,MÉDIO RISCO,07.04.09,nR2-04,11,1,1|7|10
4511-1/02,BAIXO RISCO,07.12.13,nR1-12,11,1,1|2
4511-1/03,MÉDIO RISCO,07.04.13,nR2-04,11,5,1|7|10
4511-1/03,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
4511-1/04,MÉDIO RISCO,07.04.13,nR2-04,11,5,1|7|10
4511-1/04,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
4511-1/05,MÉDIO RISCO,07.04.13,nR2-04,11,5,1|7|10
4511-1/05,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
4511-1/06,MÉDIO RISCO,07.04.13,nR2-04,11,5,1|7|10
4511-1/06,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
4512-9/01,BAIXO RISCO,07.12.04,nR1-12,11,4,1
4512-9/01,BAIXO RISCO,07.12.13,nR1-12,11,4,1|2
4512-9/02,MÉDIO RISCO,07.04.13,nR2-04,11,5,1|7|10
4512-9/02,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
4520-0/01,MÉDIO RISCO,07.09.10,nR2-09,11,21,1|4
4520-0/01,MÉDIO RISCO,07.12.13,nR1-12,11,21,1|2
4520-0/02,MÉDIO RISCO,07.09.10,nR2-09,11,21,1|3|4
4520-0/02,MÉDIO RISCO,07.12.13,nR1-12,11,21,1|2
4520-0/03,MÉDIO RISCO,07.09.10,nR2-09,11,21,1|3|4
4520-0/03,MÉDIO RISCO,07.12.13,nR1-12,11,21,1|2
4520-0/04,MÉDIO RISCO,07.09.10,nR2-09,11,21,1|3|4
4520-0/04,MÉDIO RISCO,07.12.13,nR1-12,11,21,1|2
4520-0/05,ALTO,07.09.10,nR2-09,11,46,1|3|4
4520-0/05,ALTO,07.12.13,nR1-12,11,46,1|2
4520-0/06,MÉDIO RISCO,07.09.10,nR2-09,11,21,1|3|4
4520-0/06,MÉDIO RISCO,07.12.13,nR1-12,11,21,1|2
4520-0/07,MÉDIO RISCO,07.09.10,nR2-09,11,21,1|3|4
4520-0/07,MÉDIO RISCO,07.12.13,nR1-12,11,21,1|2
4520-0/08,MÉDIO RISCO,07.09.10,nR2-09,11,21,1|3|4
4520-0/08,MÉDIO RISCO,07.12.13,nR1-12,11,21,1|2
4530-7/01,MÉDIO RISCO,07.04.13,nR2-04,11,1,1|7|10
4530-7/01,MÉDIO RISCO,07.04.09,nR2-04,11,1,1|7|10
4530-7/01,BAIXO RISCO,07.12.13,nR1-12,11,1,1|2
4530-7/02,MÉDIO RISCO,07.04.11,nR2-04,11,5,1|7|10
4530-7/02,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
4530-7/03,MÉDIO RISCO,07.04.09,nR2-04,11,1,1|7|10
4530-7/03,MÉDIO RISCO,07.04.13,nR2-04,11,1,1|7|10
4530-7/03,BAIXO RISCO,07.12.13,nR1-12,11,1,1|2
4530-7/04,MÉDIO RISCO,07.04.09,nR2-04,11,1,1|7|10
4530-7/04,MÉDIO RISCO,07.04.13,nR2-04,11,1,1|7|10
4530-7/04,BAIXO RISCO,07.12.13,nR1-12,11,1,1|2
4530-7/05,MÉDIO RISCO,07.04.11,nR2-04,11,5,1|7|10
4530-7/05,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
4530-7/06,BAIXO RISCO,07.12.04,nR1-12,11,4,1
4530-7/06,BAIXO RISCO,07.12.13,nR1-12,11,4,1|2
4541-2/01,MÉDIO RISCO,07.04.10,nR2-04,11,5,1|7|10
4541-2/01,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
4541-2/02,MÉDIO RISCO,07.04.10,nR2-04,11,5,1|7|10
4541-2/02,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
4541-2/03,MÉDIO RISCO,07.04.10,nR2-04,11,5,1|7|10
4541-2/03,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
4541-2/04,MÉDIO RISCO,07.04.10,nR2-04,11,5,1|7|10
4541-2/04,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
4541-2/06,MÉDIO RISCO,07.04.10,nR2-04,11,5,1|7|10
4541-2/06,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
4541-2/07,MÉDIO RISCO,07.04.10,nR2-04,11,5,1|7|10
4541-2/07,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
4542-1/01,BAIXO RISCO,07.12.04,nR1-12,11,4,1
4542-1/01,BAIXO RISCO,07.12.13,nR1-12,11,4,1|2
4542-1/02,MÉDIO RISCO,07.04.10,nR2-04,11,5,1|7|10
4542-1/02,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
4543-9/00,ALTO,07.09.10,nR2-09,11,46,1|4
4543-9/00,ALTO,07.12.13,nR1-12,11,46,1|2
4611-7/00,BAIXO RISCO,07.12.04,nR1-12,11,4,1
4611-7/00,BAIXO RISCO,07.12.13,nR1-12,11,4,1|2
4612-5/00,BAIXO RISCO,07.12.04,nR1-12,11,4,1
4612-5/00,BAIXO RISCO,07.12.13,nR1-12,11,4,1|2
4613-3/00,BAIXO RISCO,07.12.04,nR1-12,11,4,1
4613-3/00,BAIXO RISCO,07.12.13,nR1-12,11,4,1|2
4614-1/00,BAIXO RISCO,07.12.04,nR1-12,11,4,1
4614-1/00,BAIXO RISCO,07.12.13,nR1-12,11,4,1|2
4615-0/00,BAIXO RISCO,07.12.04,nR1-12,11,4,1
4615-0/00,BAIXO RISCO,07.12.13,nR1-12,11,4,1|2
4616-8/00,BAIXO RISCO,07.12.04,nR1-12,11,4,1
4616-8/00,BAIXO RISCO,07.12.13,nR1-12,11,4,1|2
4617-6/00,BAIXO RISCO,07.12.04,nR1-12,11,4,1
4617-6/00,BAIXO RISCO,07.12.13,nR1-12,11,4,1|2
4618-4/01,BAIXO RISCO,07.12.04,nR1-12,11,4,1
4618-4/01,BAIXO RISCO,07.12.13,nR1-12,11,4,1|2
4618-4/02,BAIXO RISCO,07.12.04,nR1-12,11,4,1
4618-4/02,BAIXO RISCO,07.12.13,nR1-12,11,4,1|2
4618-4/03,BAIXO RISCO,07.12.04,nR1-12,11,4,1
4618-4/03,BAIXO RISCO,07.12.13,nR1-12,11,4,1|2
4618-4/99,BAIXO RISCO,07.12.04,nR1-12,11,4,1
4618-4/99,BAIXO RISCO,07.12.13,nR1-12,11,4,1|2
4619-2/00,BAIXO RISCO,07.12.04,nR1-12,11,4,1
4619-2/00,BAIXO RISCO,07.12.13,nR1-12,11,4,1|2
4621-4/00,MÉDIO RISCO,07.01.07,nR1-01,11,23,1|6|7|10
4621-4/00,MÉDIO RISCO,07.12.13,nR1-12,11,23,1|2
4622-2/00,MÉDIO RISCO,07.01.07,nR1-01,11,23,1|6|7|10
4622-2/00,MÉDIO RISCO,07.12.13,nR1-12,11,23,1|2
4623-1/01,MÉDIO RISCO,07.04.17,nR2-04,11,23,1|6|7|10
4623-1/01,MÉDIO RISCO,07.12.13,nR1-12,11,23,1|2
4623-1/02,MÉDIO RISCO,07.04.17,nR2-04,11,5,1|7|10
4623-1/02,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
4623-1/03,MÉDIO RISCO,07.04.17,nR2-04,11,5,1|7|10
4623-1/03,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
4623-1/04,MÉDIO RISCO,07.04.17,nR2-04,11,5,1|7|10
4623-1/04,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
4623-1/05,MÉDIO RISCO,07.01.07,nR1-01,11,23,1|6|7|10
4623-1/05,MÉDIO RISCO,07.12.13,nR1-12,11,23,1|2
4623-1/06,MÉDIO RISCO,07.03.01,nR1-03,11,5,1|10
4623-1/06,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
4623-1/07,MÉDIO RISCO,07.01.07,nR1-01,11,5,1|6|7|10
4623-1/07,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
4623-1/08,MÉDIO RISCO,07.01.07,nR1-01,11,5,1|6|7|10
4623-1/08,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
4623-1/09,MÉDIO RISCO,07.01.07,nR1-01,11,5,1|6|7|10
4623-1/09,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
4623-1/99,MÉDIO RISCO,07.01.07,nR1-01,11,5,1|6|7|10
4623-1/99,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
4631-1/00,MÉDIO RISCO,07.01.07,nR1-01,11,23,1|6|7|10
4631-1/00,MÉDIO RISCO,07.12.13,nR1-12,11,23,1|2|6
4632-0/01,MÉDIO RISCO,07.01.07,nR1-01,11,23,1|6|7|10
4632-0/01,MÉDIO RISCO,07.12.13,nR1-12,11,23,1|2|6
4632-0/02,MÉDIO RISCO,07.01.07,nR1-01,11,23,1|6|7|10
4632-0/02,MÉDIO RISCO,07.12.13,nR1-12,11,23,1|2|6
4632-0/03,MÉDIO RISCO,07.01.07,nR1-01,11,23,1|6|7|10
4632-0/03,MÉDIO RISCO,07.12.13,nR1-12,11,23,1|2|6
4633-8/01,MÉDIO RISCO,07.01.07,nR1-01,11,23,1|6|7|10
4633-8/01,MÉDIO RISCO,07.12.13,nR1-12,11,23,1|2|6
4633-8/02,MÉDIO RISCO,07.01.07,nR1-01,11,23,1|5|6|7|10
4633-8/02,MÉDIO RISCO,07.12.13,nR1-12,11,23,1|2|6
4633-8/03,MÉDIO RISCO,07.01.01,nR1-01,11,23,1|3|5|6|7|10
4633-8/03,MÉDIO RISCO,07.12.13,nR1-12,11,23,1|2|6
4634-6/01,MÉDIO RISCO,07.01.01,nR1-01,11,23,1|5|6|7|10
4634-6/01,MÉDIO RISCO,07.12.13,nR1-12,11,23,1|2
4634-6/02,MÉDIO RISCO,07.01.01,nR1-01,11,23,1|5|6|7|10
4634-6/02,MÉDIO RISCO,07.12.13,nR1-12,11,23,1|2
4634-6/03,MÉDIO RISCO,07.01.01,nR1-01,11,23,1|5|6|7|10
4634-6/03,MÉDIO RISCO,07.12.13,nR1-12,11,23,1|2
4634-6/99,MÉDIO RISCO,07.01.01,nR1-01,11,23,1|6|7|10
4634-6/99,MÉDIO RISCO,07.12.13,nR1-12,11,23,1|2
4635-4/01,MÉDIO RISCO,07.01.04,nR1-01,11,5,1|6|7|10
4635-4/01,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
4635-4/02,MÉDIO RISCO,07.01.04,nR1-01,11,5,1|6|7|10
4635-4/02,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
4635-4/03,MÉDIO RISCO,07.01.04,nR1-01,11,23,1|6|7|10
4635-4/03,MÉDIO RISCO,07.12.13,nR1-12,11,23,1|2
4635-4/99,MÉDIO RISCO,07.01.04,nR1-01,11,23,1|6|7|10
4635-4/99,MÉDIO RISCO,07.12.13,nR1-12,11,23,1|2
4636-2/01,MÉDIO RISCO,07.03.07,nR1-03,11,5,1|6|10
4636-2/01,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
4636-2/02,MÉDIO RISCO,07.03.07,nR1-03,11,5,1|6|10
4636-2/02,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
4637-1/01,MÉDIO RISCO,07.01.07,nR1-01,11,23,1|6|7|10
4637-1/01,MÉDIO RISCO,07.12.13,nR1-12,11,23,1|2
4637-1/02,MÉDIO RISCO,07.01.07,nR1-01,11,23,1|6|7|10
4637-1/02,MÉDIO RISCO,07.12.13,nR1-12,11,23,1|2
4637-1/03,MÉDIO RISCO,07.01.07,nR1-01,11,23,1|6|7|10
4637-1/03,MÉDIO RISCO,07.12.13,nR1-12,11,23,1|2
4637-1/04,MÉDIO RISCO,07.01.07,nR1-01,11,23,1|6|7|10
4637-1/04,MÉDIO RISCO,07.12.13,nR1-12,11,23,1|2
4637-1/05,MÉDIO RISCO,07.01.07,nR1-01,11,23,1|6|7|10
4637-1/05,MÉDIO RISCO,07.12.13,nR1-12,11,23,1|2
4637-1/06,MÉDIO RISCO,07.01.07,nR1-01,11,23,1|6|7|10
4637-1/06,MÉDIO RISCO,07.12.13,nR1-12,11,23,1|2
4637-1/07,MÉDIO RISCO,07.01.07,nR1-01,11,5,1|6|7|10
4637-1/07,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
4637-1/99,MÉDIO RISCO,07.01.07,nR1-01,11,23,1|6|7|10
4637-1/99,MÉDIO RISCO,07.12.13,nR1-12,11,23,1|2|6
4639-7/01,MÉDIO RISCO,07.01.07,nR1-01,11,23,1|6|7|10
4639-7/01,MÉDIO RISCO,07.12.13,nR1-12,11,23,1|2|6
4639-7/02,ALTO,07.01.07,nR1-01,11,49,1|6|7|10
4639-7/02,ALTO,07.12.13,nR1-12,11,49,1|2|6
4641-9/01,MÉDIO RISCO,07.03.03,nR1-03,11,5,1|10
4641-9/01,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
4641-9/02,MÉDIO RISCO,07.03.03,nR1-03,11,5,1|10
4641-9/02,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
4641-9/03,MÉDIO RISCO,07.03.01,nR1-03,11,5,1|10
4641-9/03,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
4642-7/01,MÉDIO RISCO,07.03.03,nR1-03,11,5,1|10
4642-7/01,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
4642-7/02,MÉDIO RISCO,07.03.03,nR1-03,11,5,1|10
4642-7/02,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
4643-5/01,MÉDIO RISCO,07.03.03,nR1-03,11,5,1|10
4643-5/01,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
4643-5/02,MÉDIO RISCO,07.03.03,nR1-03,11,5,1|10
4643-5/02,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
4644-3/01,ALTO,07.03.09,nR1-03,11,49,1|6|7|10
4644-3/01,ALTO,07.12.13,nR1-12,11,49,1|2
4644-3/02,MÉDIO RISCO,07.04.06,nR2-04,11,5,1|6|7|10
4644-3/02,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2|6
4645-1/01,ALTO,07.04.02,nR2-04,11,49,1|6|7|10
4645-1/01,ALTO,07.12.13,nR1-12,11,49,1|2
4645-1/02,ALTO,07.04.17,nR2-04,11,49,1|6|7|10
4645-1/02,ALTO,07.12.13,nR1-12,11,49,1|2
4645-1/03,ALTO,07.04.02,nR2-04,11,49,1|6|7|10
4645-1/03,ALTO,07.12.13,nR1-12,11,49,1|2
4646-0/01,ALTO,07.03.09,nR1-03,11,49,1|6|10
4646-0/01,ALTO,07.12.13,nR1-12,11,49,1|2
4646-0/02,ALTO,07.03.09,nR1-03,11,49,1|6|10
4646-0/02,ALTO,07.12.13,nR1-12,11,49,1|2
4647-8/01,MÉDIO RISCO,07.03.02,nR1-03,11,5,1|10
4647-8/01,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
4647-8/02,MÉDIO RISCO,07.03.02,nR1-03,11,5,1|10
4647-8/02,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
4649-4/01,MÉDIO RISCO,07.03.08,nR1-03,11,5,1|7|10
4649-4/01,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
4649-4/02,MÉDIO RISCO,07.03.08,nR1-03,11,5,1|7|10
4649-4/02,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
4649-4/03,MÉDIO RISCO,07.04.10,nR2-04,11,5,1|7|10
4649-4/03,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
4649-4/04,MÉDIO RISCO,07.03.05,nR1-03,11,5,1|7|10
4649-4/04,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
4649-4/05,MÉDIO RISCO,07.03.05,nR1-03,11,5,1|10
4649-4/05,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
4649-4/06,MÉDIO RISCO,07.03.05,nR1-03,11,5,1|10
4649-4/06,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
4649-4/07,MÉDIO RISCO,07.03.07,nR1-03,11,5,1|3|10
4649-4/07,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
4649-4/08,ALTO,07.03.04,nR1-03,11,49,1|6|10|21
4649-4/08,ALTO,07.12.13,nR1-12,11,49,1|2
4649-4/09,ALTO,07.03.04,nR1-03,11,49,1|6|10|21
4649-4/09,ALTO,07.12.13,nR1-12,11,49,1|2
4649-4/10,MÉDIO RISCO,07.03.06,nR1-03,11,5,1|10
4649-4/10,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
4649-4/99,MÉDIO RISCO,07.03.11,nR1-03,11,23,1|10
4649-4/99,MÉDIO RISCO,07.12.13,nR1-12,11,23,1|2
4651-6/01,MÉDIO RISCO,07.03.02,nR1-03,11,5,1|10
4651-6/01,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
4651-6/02,MÉDIO RISCO,07.03.02,nR1-03,11,5,1|10
4651-6/02,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
4652-4/00,MÉDIO RISCO,07.03.11,nR1-03,11,5,1|10
4652-4/00,BAIXO RISCO,07.12.13,nR1-12,11,5,1|2
4661-3/00,MÉDIO RISCO,07.04.08,nR2-04,11,23,1|7|10
4661-3/00,MÉDIO RISCO,07.12.13,nR1-12,11,23,1|2
4662-1/00,MÉDIO RISCO,07.04.08,nR2-04,11,23,1|7|10
4662-1/00,MÉDIO RISCO,07.12.13,nR1-12,11,23,1|2
4663-0/00,MÉDIO RISCO,07.04.08,nR2-04,11,23,1|7|10
4663-0/00,MÉDIO RISCO,07.12.13,nR1-12,11,23,1|2
4664-8/00,MÉDIO RISCO,07.04.02,nR2-04,11,23,1|7|10
4664-8/00,MÉDIO RISCO,07.12.13,nR1-12,11,23,1|2
4665-6/00,MÉDIO RISCO,07.04.08,nR2-04,11,23,1|7|10
4665-6/00,MÉDIO RISCO,07.12.13,nR1-12,11,23,1|2
4669-9/01,MÉDIO RISCO,07.04.08,nR2-04,11,23,1|7|10
4669-9/01,MÉDIO RISCO,07.12.13,nR1-12,11,23,1|2
4669-9/99,MÉDIO RISCO,07.04.08,nR2-04,11,23,1|7|10
4669-9/99,MÉDIO RISCO,07.12.13,nR1-12,11,23,1|2
4671-1/00,MÉDIO RISCO,07.04.05,nR2-04,11,23,1|7|8|10
4671-1/00,MÉDIO RISCO,07.12.13,nR1-12,11,23,1|2
4672-9/00,MÉDIO RISCO,07.04.05,nR2-04,11,23,1|7|8|10
4672-9/00,MÉDIO RISCO,07.12.13,nR1-12,11,23,1|2
4673-7/00,MÉDIO RISCO,07.04.05,nR2-04,11,23,1|7|8|10
4673-7/00,MÉDIO RISCO,07.12.13,nR1-12,11,23,1|2
4674-5/00,MÉDIO RISCO,07.04.05,nR2-04,11,23,1|7|8|10
4674-5/00,MÉDIO RISCO,07.12.13,nR1-12,11,23,1|2
